AttendanceID,EmployeeID,ScheduleID,CheckIn,CheckOut,Status
ATT01361,EMP0076,SCH0266,2024-12-01 05:58:00,2024-12-01 11:50:00,Đúng giờ
ATT01362,EMP0126,SCH0364,2024-03-03 08:01:00,2024-03-03 17:56:00,Đúng giờ
ATT01363,EMP0134,SCH0461,2024-12-22 15:18:00,2024-12-22 21:55:00,Trễ
ATT01364,EMP0010,SCH0600,2024-02-28 14:26:00,2024-02-28 22:59:00,Đúng giờ
ATT01365,EMP0112,SCH0356,2024-05-24 17:59:00,2024-05-24 23:28:00,Đúng giờ
ATT01366,EMP0088,SCH0516,2024-06-06 18:28:00,2024-06-06 23:20:00,Đúng giờ
ATT01367,EMP0132,SCH0216,2024-09-06 06:04:00,2024-09-06 14:01:00,Đúng giờ
ATT01368,EMP0009,SCH0119,2024-08-19 11:55:00,2024-08-19 18:45:00,Đúng giờ
ATT01369,EMP0036,SCH0479,2024-10-24 14:01:00,2024-10-24 22:21:00,Đúng giờ
ATT01370,EMP0097,SCH0035,2024-06-10 07:53:00,2024-06-10 17:25:00,Đúng giờ
ATT01371,EMP0092,SCH0009,2024-04-24 18:35:00,2024-04-24 23:36:00,Đúng giờ
ATT01372,EMP0087,SCH0103,2024-07-05 06:01:00,2024-07-05 12:34:00,Đúng giờ
ATT01373,EMP0042,SCH0479,2024-10-24 13:50:00,2024-10-24 22:13:00,Đúng giờ
ATT01374,EMP0117,SCH0590,2024-09-02 06:02:00,2024-09-02 14:45:00,Đúng giờ
ATT01375,EMP0063,SCH0259,2024-02-02 18:00:00,2024-02-02 23:45:00,Đúng giờ
ATT01376,EMP0103,SCH0308,2024-01-05 12:27:00,2024-01-05 18:47:00,Đúng giờ
ATT01377,EMP0028,SCH0432,2024-06-05 13:58:00,2024-06-05 22:51:00,Đúng giờ
ATT01378,EMP0103,SCH0030,2024-11-20 13:55:00,2024-11-20 22:34:00,Đúng giờ
ATT01379,EMP0135,SCH0204,2024-11-10 08:00:00,2024-11-10 08:00:00,Vắng
ATT01380,EMP0146,SCH0143,2024-06-18 06:00:00,2024-06-18 13:48:00,Đúng giờ
ATT01381,EMP0024,SCH0317,2024-05-25 18:44:00,2024-05-25 23:37:00,Trễ
ATT01382,EMP0118,SCH0406,2024-09-29 05:50:00,2024-09-29 14:27:00,Đúng giờ
ATT01383,EMP0038,SCH0206,2024-09-04 18:24:00,2024-09-04 23:04:00,Trễ
ATT01384,EMP0021,SCH0190,2024-08-07 11:56:00,2024-08-07 18:42:00,Đúng giờ
ATT01385,EMP0024,SCH0251,2024-07-08 14:31:00,2024-07-08 22:15:00,Đúng giờ
ATT01386,EMP0123,SCH0164,2024-01-28 12:35:00,2024-01-28 18:20:00,Đúng giờ
ATT01387,EMP0101,SCH0218,2024-09-20 09:17:00,2024-09-20 17:09:00,Trễ
ATT01388,EMP0119,SCH0249,2024-12-14 06:11:00,2024-12-14 14:39:00,Trễ
ATT01389,EMP0033,SCH0326,2024-04-30 08:43:00,2024-04-30 17:10:00,Trễ
ATT01390,EMP0084,SCH0290,2024-10-04 07:21:00,2024-10-04 12:42:00,Trễ
ATT01391,EMP0101,SCH0547,2024-07-21 08:05:00,2024-07-21 17:27:00,Đúng giờ
ATT01392,EMP0007,SCH0228,2024-02-13 12:46:00,2024-02-13 18:30:00,Trễ
ATT01393,EMP0095,SCH0371,2024-04-30 08:20:00,2024-04-30 17:54:00,Đúng giờ
ATT01394,EMP0102,SCH0080,2024-11-28 11:54:00,2024-11-28 18:16:00,Đúng giờ
ATT01395,EMP0049,SCH0046,2024-02-22 06:33:00,2024-02-22 13:50:00,Đúng giờ
ATT01396,EMP0087,SCH0394,2024-09-24 08:03:00,2024-09-24 16:54:00,Đúng giờ
ATT01397,EMP0073,SCH0319,2024-08-25 08:05:00,2024-08-25 16:47:00,Đúng giờ
ATT01398,EMP0067,SCH0432,2024-06-05 14:02:00,2024-06-05 22:58:00,Đúng giờ
ATT01399,EMP0133,SCH0109,2024-07-28 06:22:00,2024-07-28 12:07:00,Đúng giờ
ATT01400,EMP0026,SCH0415,2024-11-07 12:05:00,2024-11-07 18:25:00,Trễ
